soundname	value	cog	sd	skewness	kurtosis
nanai_d15_sain	sain_2	7680.343195090434	2425.1043746331925	-0.8766346736202396	1.4690282258804466
nanai_d15_sajna	sajna_1	1408.0576915108647	2871.3444304039613	1.9824323507592492	3.0030014033820525
nanai_d15_sajna	sajna_2	6179.611641316661	3476.42067188667	-0.14927896624373369	-0.15232585383246056
nanai_d15_sajna	sajna_3	3884.590446413261	3418.4565782265327	0.6512440704620459	-0.3165423461598085
nanai_d16_giasa	giasa_1	2370.4787325010093	3195.4457358532	1.9187553515829017	5.17073668157189
nanai_d16_giasa	giasa_2	1329.8686438009174	2491.848357295332	2.5274018491689194	7.917528472881006
nanai_d16_giasa	giasa_3	2156.741551579055	3034.00980112662	1.3066230923078317	1.5371081852164226
nanai_d16_saji	saji_1	5146.369913797398	3997.707852931712	0.12416230839174064	-0.913923474541563
nanai_d16_saji	saji_2	558.0123436209316	1703.5315795603567	4.601279321421166	24.01061883746749
nanai_d16_saji	saji_3	628.7264549611108	1757.5845685146821	4.421245662818704	23.8009478187982
nanai_d16_sajna	sajna_1	5524.253774693338	4136.655160658688	0.4070734927550444	-0.7919915856839723
nanai_d16_sajna	sajna_2	4563.905303336259	4416.57937404706	0.8474708009236779	-0.5917418150149416
nanai_d16_sajna	sajna_3	5688.789006804044	4799.579617479013	0.37827473959844066	-1.1757145671705487
nanai_d16_sajrakta	sajrakta_1	2103.4070938628274	2790.312652458687	2.5873460356289857	9.372088452538753
nanai_d16_sajrakta	sajrakta_2	385.6062121673059	1270.0261954429207	7.7158543079156	84.49265048783202
nanai_d16_sajrakta	sajrakta_3	2686.6172183896606	2872.7661162219415	2.2887179361790135	9.486103866389973
russian_d23	санки_1	9174.170136690407	3797.701346328869	-0.07266194671001548	-0.03384624319062457
russian_d23	санки_2	8662.713699809688	3506.212934888655	-0.12418170432052578	0.3229611543715656
russian_d23	санки_3	8653.341941573037	3488.4626572638194	-0.01823087387807218	0.572857729244824
russian_d23	санки_cf	4212.112499658646	4204.432289333572	0.5232429706823072	-0.7744901304337595
russian_d23	саня_1	9242.905210202036	3380.2478738594305	-0.12854680900171825	0.9165500001696691
russian_d23	саня_2	7426.500363424082	3028.001163972812	0.30328828511746597	1.3161546357264005
russian_d23	саня_3	7711.215940209491	2467.714505501211	-0.2781876043662835	2.2000330777147044
russian_d23	саня_cf	6422.949851597152	3304.521433585437	-0.8827498544957505	0.022743034707567222
russian_d23	саша_1	8191.002498851568	2026.0303707543976	-0.5607506980271008	4.609001603943562
russian_d23	саша_2	8291.06234138103	2004.2483886075215	-0.5264155433109217	5.154876470608368
russian_d23	саша_3	8174.5978769110225	2368.3355703074103	-0.7159500812247093	3.3416453996788666
russian_d23	саша_cf	6628.236176504519	2790.8754497057366	-0.8984694603237127	1.1990472631113986
russian_d23	сад_1	8699.81212507531	2182.305758249293	-0.5153628852091064	3.9280716975809904
russian_d23	сад_2	7755.051700349653	3699.127511362022	0.16621233461457982	0.5503431086449133
russian_d23	сад_3	7539.073435026478	3087.6099987664343	-0.39765629805705177	1.278715460625576
russian_d23	сад_cf	6547.596545966117	3739.3913618535316	-0.17632247860407826	0.3029478315044516
russian_d23	посад_1	5983.7757077392	3064.9785904458527	0.5332133275746561	1.2466790580130898
russian_d23	посад_2	6987.482463155507	2735.688957144053	-0.5364372851358777	1.0528362606781752
russian_d23	посад_3	7387.850136150549	2476.8831276175556	-1.091420265190083	2.9933290516325863
russian_d23	посад_cf	5945.593484880505	3275.4856488587043	-0.4726507248327915	-0.24545171428639678
russian_d23	посадки_1	6176.904853965648	4224.5611558861665	-0.2016432161657402	-0.9354305421866758
russian_d23	посадки_2	6305.946970261291	3729.931298373735	-0.07722167463002469	-0.07838488707760627
russian_d23	посадки_3	7081.786438858707	3853.895995198422	-0.2016411698662311	0.08136183865317159
russian_d23	посадки_cf	4992.895293691612	4453.699150164219	0.39088904218634934	-0.841784136799649
russian_d23	колбаса_1	7492.322707510002	2292.769963339181	-0.35245497788692837	3.687821861231006
russian_d23	колбаса_2	7805.167156337015	2405.4966982458195	-0.2569303062423709	3.001338047981023
russian_d23	колбаса_3	7763.280616170815	2150.341289431714	-1.0411067667160536	3.77887450845611
russian_d23	колбаса_cf	7137.359169766825	2788.0899119959304	-1.018981405497466	1.537953495553543
russian_d23	сэндвич_1	8050.07253832904	1727.1327873893854	-0.29456923083710046	4.380697660519186
russian_d23	сэндвич_2	6453.259361275567	2107.591889206165	0.16241659152627205	1.346066546711377
russian_d23	сэндвич_3	6935.984462371434	2023.6085270812052	-0.4945421363419766	2.0472097266076803
russian_d23	сэндвич_cf	5661.493520248972	3306.5071122330196	0.13205783613351274	0.6336999228339257
russian_d23	глясе_1	6573.941963597287	2598.2493161273756	-0.5169042180478689	1.116351957697895
russian_d23	глясе_2	7240.573406785859	2073.327553207573	-0.6151194115020445	2.9181655330739336
russian_d23	глясе_3	6811.2065381996445	2697.216554790409	-0.6420964148262777	1.4007368150347341
russian_d23	глясе_cf	6561.2404569002465	2774.5127120013926	-0.6685395435569919	0.9932160131174035
russian_d23	сэконд-хэнд_1	6628.143092399356	2275.737357474315	-0.8101254848658745	2.0457543902144675
russian_d23	сэконд-хэнд_2	6857.918683985682	2558.177461575282	-0.18751905779846645	1.1561122632318535
russian_d23	сэконд-хэнд_3	6775.116836078018	3422.7230786505265	-0.3527656333450297	0.1124380581909521
russian_d23	сэконд-хэнд_cf	5969.377345199925	3601.296895543382	-0.17930449615478342	-0.3853044424583527
russian_d24	сахар_1	8488.83373803911	1718.0950312231923	-2.9819577931020937	13.788817273435491
russian_d24	сахар_cf	7928.759255367899	2209.9287350132495	-1.6027596854763242	5.047938580148024
russian_d24	санки_1	8113.8350976844395	1136.5201286008394	-2.8236186107178027	25.81354410751682
russian_d24	санки_2	7960.23543037833	2852.8075101534923	-0.9891265041535432	1.9963641326411041
russian_d24	санки_cf	8343.245580018845	2203.125801001879	-1.191992520959605	4.129811567674277
russian_d24	саша_1	8765.660026341622	978.6668314464025	-1.018737643490025	25.692016226924075
russian_d24	саша_2	8937.805780703064	2283.299028084993	-1.7681271977748019	5.604318955936073
russian_d24	саша_3	8231.01954299224	1419.555447160467	0.5713615364415111	8.59779670672486
russian_d24	саша_cf	8726.001577735235	2135.2300458979576	-0.2960489572571406	1.930253733935353
russian_d24	савва_1	8158.828678304818	1310.0179870520776	-0.23708419503411043	10.592577943549992
russian_d24	савва_2	8738.376585716967	3037.7629381534134	-0.7131168303248441	1.2076393097389895
russian_d24	савва_cf	8160.7129118828025	2738.3266467966473	-0.4334671213694338	1.6566416937514346
russian_d24	осанка_1	8063.375691587988	2609.0225227111405	-0.4566002168083784	1.6226381114899135
russian_d24	осанка_2	7444.924257183712	3121.352086669016	-0.3498713221961837	0.6711401140890492
russian_d24	осанка_3	7929.635171252281	3640.4052462477057	-0.45037995304901635	0.01983487192364386
russian_d24	осанка_cf	7111.143977408046	2492.0211278740912	-0.6595586985226028	1.9473036362930731
russian_d24	колбаса_1	5849.87369540655	4005.4373668850594	-0.3619197912168647	-1.123496795514944
russian_d24	колбаса_cf	7418.946233113724	1834.1553457746977	-0.2185314271828967	2.9620263163839153
russian_d24	коса_1	7029.820301270942	2172.6550657752427	-0.033014981962346986	4.457472733721364
russian_d24	коса_2	8099.1402421341345	1481.4065640013662	-2.105957584913491	13.69935873229938
russian_d24	коса_cf	7300.690426743383	2531.829466270019	-0.9569425212264777	2.904985918627034
russian_d24	сэндвич_1	7661.902713238828	2623.1385231227814	-1.1797808843950344	2.7569025413042985
russian_d24	сэндвич_2	7402.485074238209	3104.5016421130604	-0.9987516292687719	1.3039610341537893
russian_d24	сэндвич_3	7875.404716975571	2355.781519124496	-1.6534820389427878	4.25630539373301
russian_d24	сэндвич_cf	7941.336373526775	2936.627961954194	-1.3513193559887176	1.7333397688713532
russian_d24	сэр_1	8902.946478954007	1096.193199019308	-2.19855704973238	17.013180296688546
russian_d24	сэр_cf	8339.774070214013	1262.9426078754484	-0.5169064414950433	7.37941718706665
russian_d25	сахар_1	7899.910858900809	2080.7255712369656	-0.42862934211253656	2.702052210331482
russian_d25	сахар_2	7533.915320798712	2773.136147520573	0.17885054975759185	0.26258009937240345
russian_d25	сахар_3	7158.51382272611	2419.2086931788863	-0.08102791968345067	0.8354410997360495
russian_d25	сахар_cf	6242.609893887405	3497.7463874374066	-0.3254219608878087	-0.22864759898957976
russian_d25	санки_1	7594.8447279063	3058.374335336943	0.2921714228301304	1.1370495793977895
russian_d25	санки_2	6807.2090011130595	2793.4043497400894	0.6746561943863201	1.4628214014548746
russian_d25	санки_cf	8000.686698646995	3668.1745774498736	-0.1818322787228265	-0.04402186070265657
russian_d25	саша_1	7217.247963534175	2913.943803619809	0.11858660470711034	1.1728169315458734
russian_d25	саша_2	7805.221024447726	2911.1514313611347	0.2890438351970634	0.4483157890960019
russian_d25	саша_cf	7335.964789768951	3432.0395675453983	-0.08714745236253905	-0.18850837906873918
russian_d25	савва_1	7856.54548808859	3431.3166985409084	-0.28143580901533455	0.01641229914417286
russian_d25	осанка_1	6045.387186361405	3653.124171500033	0.026320169281661716	-0.43350335512686433
russian_d25	колбаса_cf	7035.112934854323	3754.0506901178496	-0.5411721343875201	-0.24672431181567012
russian_d25	коса_1	7327.277556467836	3046.9097879853102	0.16853853038947286	0.8959503260769988
russian_d25	коса_2	7941.0843698271365	2968.68593493208	-0.135299483058727	0.8364055413317466
russian_d25	коса_3	7172.76270468563	2508.421606349477	0.6048462562087603	1.2434815397081458
russian_d25	коса_cf	7384.43594965777	2869.8555423842313	0.006668286616020413	0.915879621711079
russian_d25	посад_1	7034.440936232147	2756.485193849714	-0.04064512953127262	1.426833624619034
russian_d25	посад_2	6569.140461693406	3829.6159139613865	-0.21415289900757806	-0.43493327411519545
russian_d25	посад_3	7753.436055293586	3072.6576214947568	-0.27824325983287956	0.610949911640768
russian_d25	сэндвич_1	7358.643265106243	2725.095740699373	-0.1552116332446423	1.7610796984918986
russian_d25	сэндвич_2	7540.343608446077	2774.0192004767737	0.18646201835053422	0.7420098301736147
russian_d25	сэндвич_3	7387.489673670016	2942.1986331150297	-0.15873020089969253	0.7983214401891989
russian_d25	сэндвич_cf	5790.317721902588	3533.996085552589	-0.08877425069002624	-0.2758244113003321
russian_d25	сэр_1	5697.080796615307	2936.314785222756	-0.24954232391920947	0.527684360624046
russian_d25	сэр_2	6803.071937351557	2757.050379952324	-0.16342774280106223	0.7052588122912327
russian_d25	сэр_3	7437.336555641076	2713.4127995841754	-0.2658272512714181	0.6689782852144854
russian_d25	сэр_cf	7135.969824396367	3148.1869262357823	-0.321233508191018	0.8022153211867158
russian_d27	санки_1	7849.074983532834	1654.1133476657326	0.23317778746615983	-0.49147629608658727
russian_d27	санки_2	6280.462681199736	1184.2571051570064	2.4220375380605614	7.493608782874128
russian_d27	санки_3	6699.101231288096	1487.835976645516	1.511932805808263	2.353436616004994
russian_d27	сани_1	6525.324184237688	1378.178729360334	1.2112616998253287	3.048858548291701
russian_d27	сани_2	6512.776140221361	1310.7950240258724	1.5055230863255282	3.683535992791205
russian_d27	сани_3	6416.615774189752	1412.267542127291	1.4606670761884273	3.0702614511870596
russian_d27	сани_cf	6826.254482721398	1643.8951430733612	0.8009337813809819	1.1318332566336
russian_d27	саня_1	6508.529475566849	1346.2341077841827	1.481966223343867	3.8696831640598015
russian_d27	саня_2	6698.221444314413	1546.335823067883	0.9423427811322616	1.8712254295418997
russian_d27	саня_3	6598.043734899993	1468.2665126702495	-0.334961018461245	5.689221411354399
russian_d27	саня_cf	7513.052069040047	1565.783823760607	0.2453513117437927	1.8574979194129622
russian_d27	саша_1	5655.447971370827	854.2723774710067	2.5007966083827866	22.333967646808663
russian_d27	саша_2	6940.14649050981	1652.2509089467403	0.8221726667478362	0.9280966948372829
russian_d27	саша_3	6555.056504067527	1663.7442539616518	0.8877154335522104	0.8209359183841785
russian_d27	саша_cf	6111.271155218866	1665.6282206559056	0.41135273017191915	2.9289807463370163
russian_d27	сахар_1	6156.760765630897	1278.3586236543283	0.5932545333462762	6.745795366834303
russian_d27	сахар_2	6679.879536796383	1731.8754048863473	0.5465695567822164	0.9955528664843061
russian_d27	сахар_3	6255.336363986761	1470.8367194198888	1.027494192393064	2.1169815123303577
russian_d27	сахар_cf	6627.58323282144	1700.6427206953424	0.014767822890444137	2.8335710414488027
russian_d27	савва_1	5841.17143087675	1627.3685837861997	0.07091123788141165	4.356791759136988
russian_d27	савва_2	6789.828671824002	1584.5241407465921	0.24339419738545226	1.5218120294771555
russian_d27	савва_3	6494.800265633447	1400.2702533302313	0.35841133253817303	4.053579027146406
russian_d27	савва_cf	6156.5457586320645	1900.2119496849227	-0.8019490209026425	3.900606025291512
russian_d27	сад_1	5965.534390852515	1155.18304161757	2.3898651567722555	8.706671676002577
russian_d27	сад_2	6238.696350145136	1351.5874636832912	1.12988625487172	3.8213592589355514
russian_d27	сад_3	6392.1747119589945	1222.3310006460083	1.5526419276429175	4.341708493886048
russian_d27	сад_cf	6517.367328411942	1543.5039456387474	0.016806518207707007	4.899341460784065
russian_d27	посад_1	6646.329558920009	1811.3326016050337	-0.13248173334300706	1.742068399725877
russian_d27	посад_2	7027.871851970603	1765.9650272185615	-0.0025431444508564015	1.5701334967196745
russian_d27	посад_3	6113.455127521127	1349.7082660528931	0.7235910566291712	4.05943451994316
russian_d27	посад_cf	6961.732393350931	1684.1486868794364	0.17587037489740026	0.800646819255562
russian_d27	посадки_1	6775.08582979157	1962.9607146045487	-0.4945660643061416	2.3534390422716234
russian_d27	посадки_2	7294.100790602556	1478.7775164627894	-0.6541011919990635	4.728445313866656
russian_d27	посадки_3	7177.668933618528	1486.2822286738256	-0.39838855290088715	3.732801012297485
russian_d27	посадки_cf	6691.885405830721	1705.8122224804083	-0.2764364368706167	2.070638845212657
russian_d27	осанка_1	7427.806405300779	1374.971033955492	-0.9650637199927572	5.980786115066136
russian_d27	осанка_2	6891.6399645799	1401.0143756495452	0.14532319032259963	2.1306169971788567
russian_d27	осанка_3	6550.236841954189	1515.7723510512217	-0.3930745262556009	3.7208866887231977
russian_d27	осанка_cf	6929.1709191859045	2020.8154452390852	-1.2170856149416462	3.360345076111087
russian_d27	коса_1	7015.430188731469	1414.7334336674498	0.025372877475673093	2.4170069132631316
russian_d27	коса_2	6507.6950510904335	1305.0600707908145	0.38992291186174	5.096190258899087
russian_d27	коса_3	7267.293380987465	1403.414651487691	-1.50829644077164	9.215356483884644
russian_d27	коса_cf	6907.349720587204	1484.2507298608075	-0.15461219053700803	4.225978393640143
russian_d27	волосы_1	6291.476364466641	1647.6060894623438	0.18242081666748236	3.4799380943768625
russian_d27	волосы_2	6577.086562027833	1687.5632268760753	-0.9203068080260841	5.819522485643558
russian_d27	волосы_3	6286.243460997623	1577.3055591337043	0.6817321122286978	2.4222855710680697
russian_d27	волосы_cf	5321.643148093865	2251.305556567023	-0.7175080785543837	1.5514523091208137
russian_d27	часа_1	6522.180644077182	1769.5718774160296	0.5211425300564696	1.4835212228899497
russian_d27	часа_2	6692.9306637187465	1843.8962768315778	-0.06572120440038925	2.050940773775614
russian_d27	часа_3	6520.275860316389	1565.6846546281504	0.3223202916441065	3.3848283462208206
russian_d27	часа_cf	6281.2139574680505	1493.3348150127329	0.8339167909399517	3.1994036529403287
russian_d27	колбаса_1	6768.546103110128	1397.1630711412051	-0.27536642905010067	5.206107197834667
russian_d27	сэндвич_1	5890.9236326318905	1058.5606270706967	1.5723295233082537	6.294914914780055
russian_d27	сэндвич_2	6680.364557446411	1614.5634433898924	0.042213845539125966	0.7142757472855754
russian_d27	сэндвич_3	6384.6649257066265	1608.0111798513753	0.33367376108246055	1.149408760479341
russian_d27	сэндвич_cf	6476.031509566312	1401.3933233966677	0.3805488806562851	4.764547395979273
russian_d27	сэконд-хэнд_1	6472.790677906416	1347.0004372620708	0.500926808399087	2.6299033094679096
russian_d27	сэконд-хэнд_2	5931.53557394326	1162.5692649711868	0.4191891080542726	8.268474272915094
russian_d27	сэконд-хэнд_3	6648.266399247697	1747.8408150202233	-0.06400732013198733	1.3287655304211574
russian_d27	сэконд-хэнд_cf	6539.726402488694	1667.475709784808	-0.8484255863331186	4.3337395127484335
russian_d27	сэр_1	6794.235696114155	1210.8164252643292	-0.11099256419063488	4.865439013255498
russian_d27	сэр_2	6663.376103443844	1279.5546437522912	0.02835286882811016	2.8672011763905303
russian_d27	сэр_3	6807.4850277806045	1280.820655078038	0.4146380362050955	2.8736358055346605
russian_d27	сэр_cf	7127.219759418538	1370.9244580872314	-1.1658339611394664	7.353838381625932
russian_d27	кофе-глясе_1	6551.338925143671	1994.2044453384917	-1.0555324080519122	3.0533558856811327
russian_d27	кофе-глясе_2	6406.419904012068	1490.6168093604622	-0.07620116816903125	2.7539688152839874
russian_d27	кофе-глясе_3	6557.584012688106	1469.7137490197786	-0.277075286469448	2.884350363462284
russian_d27	кофе-глясе_cf	6548.314926718659	1663.8697603961332	-0.9041529750518067	3.728707919260314
russian_d28	сахар_1	8549.858554140998	2075.0242978400715	-0.24841160306437945	0.9087748301604774
russian_d28	сахар_2	8697.994345997693	2497.983470719466	-0.332402502113775	0.4111554381597009
russian_d28	сахар_3	8753.98235597343	2480.2671062746954	0.14730645843766138	-0.017494949487883993
russian_d28	сахар_cf	9151.097201418219	2624.674031700583	-0.22241932122525718	-0.5129112466631129
russian_d28	санки_1	8468.89537232353	2409.034841897641	0.37851270921675356	-0.25344807838250816
russian_d28	санки_2	8817.169975390416	2663.619570191333	0.05210785122407716	-0.5251921724557778
russian_d28	санки_3	8436.64681469151	2756.9827609868094	0.1273341211898361	0.7430123711199332
russian_d28	санки_cf	8618.152097590651	2207.420574270774	0.18585971495699635	0.49020205834820896
russian_d28	саша_1	9393.871340243868	2401.946634955227	-0.8534515478851294	1.8747575231304605
russian_d28	саша_2	8128.265489358818	1757.7838842004314	-0.19879531224373617	2.285764960058664
russian_d28	саша_3	7976.411982221172	1741.0865672432983	0.15584070861084243	1.0618166329773828
russian_d28	саша_cf	8568.648087596426	1571.5623907931829	-0.2836528376990695	3.4114337691922527
russian_d28	савва_1	8656.805782068523	2232.893875778704	0.26043545650056465	0.5605392217655738
russian_d28	савва_2	8259.21653636793	1594.061083730557	-0.327158050810574	2.027542377706787
russian_d28	савва_3	7083.50214004108	1682.8598980779188	0.4244658218629376	2.8822011899552455
russian_d28	савва_cf	8204.685199032549	2106.6492759668286	0.3643152717159163	1.0581902484575902
russian_d28	осанка_1	10130.454842679817	3009.7201100265493	-1.4809356049583993	3.039859250553528
russian_d28	осанка_2	8443.280542752938	3200.001768194299	-0.6461224075375177	0.8952560679105441
russian_d28	осанка_3	8642.094425618952	2310.8482212344547	-0.19619607608551679	2.5195732049260444
russian_d28	осанка_cf	7825.710295182849	1833.1096941779447	0.3916825785870577	2.81904018195081
russian_d28	колбаса_1	8237.427215649936	1973.9697558997273	-0.98827860660055	4.792491688109472
russian_d28	колбаса_2	7643.902131899949	1878.690719839206	-0.03884715129003705	3.6185819236584056
russian_d28	колбаса_3	7268.789990831404	1587.330947311809	-0.25634519718145193	5.947534392071013
russian_d28	колбаса_cf	7633.08890515862	1462.7134125847115	-0.43463119608521006	6.740668911408436
russian_d28	коса_1	8884.612945306018	2279.0480869069847	-0.16697093611237868	2.3113881367741467
russian_d28	коса_2	7795.003577167423	1872.9830205161184	-0.39930812439685803	4.145535424681627
russian_d28	коса_3	8208.207181671045	1328.952607086754	-0.3687227549869913	7.125623314695233
russian_d28	коса_cf	7794.240447698217	1601.6672180433427	-0.4898668998037651	6.695055830449366
russian_d28	посад_1	7764.25982106649	2346.1072238046836	-0.3991084682809627	2.3632402010114593
russian_d28	посад_2	8895.497152804364	2542.48198200719	-0.982752361244077	2.796384539314266
russian_d28	посад_3	7320.348120052567	2103.4788409526977	0.3084153968542764	1.8870099590944447
russian_d28	посад_cf	7470.074965555734	2162.5997401254394	0.3476876352089588	0.4293342754643632
russian_d28	сэндвич_1	10058.421800308823	2572.1308448816353	-0.9461523822985889	2.873752446459484
russian_d28	сэндвич_2	9204.52129619533	1593.7139012108573	-0.9001268084538743	6.858526987804984
russian_d28	сэндвич_3	8017.707884429473	1994.8372791587144	0.32683274307463056	1.5249237657515682
russian_d28	сэндвич_cf	8558.730452132604	2187.7133821695124	-0.39468416039275345	2.890188610858975
russian_d28	сэр_1	8590.895143158321	3473.8375642550063	-0.5984785641224788	0.3458085438964802
russian_d28	сэр_2	7822.985659472051	2002.573514248667	0.4922822254009356	2.1827504244928484
russian_d28	сэр_3	9224.47334221038	2031.1312980781433	-0.23582739764467553	1.5466585853234047
russian_d28	сэр_cf	8611.595099993032	1763.0018571526	-0.1414473821075109	1.6948072551909839
russian_d28	глясе_1	7480.645606884241	1985.9458579807322	0.41007063322448717	0.7711679931481892
russian_d28	глясе_2	7719.234759435669	1968.0929147165004	0.25374327963889337	0.7555873040445222
russian_d28	глясе_3	6424.427608818066	1924.4610151621077	1.0290440113905635	2.137971224548499
russian_d28	глясе_cf	6912.14253448187	1891.8261424516495	0.8362856579741504	1.916518805246179
russian_d29_2	санки_1	8149.257353243453	1916.7182283542918	-1.2347492020091089	6.081807145247378
russian_d29_2	санки_2	7163.746547123118	2300.9417552827376	-1.9900608755779345	4.0886698857448485
russian_d29_2	санки_3	8630.440366799461	1857.8214207671617	-1.6334308444875987	6.20526519402236
russian_d29_2	санки_cf	8125.0913447605235	2360.0094486887656	-2.0422187425851406	5.410361891189405
russian_d29_2	саня_1	8471.485288656477	2051.45016773152	-0.4211976848335165	3.527575598015595
russian_d29_2	саня_2	8110.964054420204	2433.094522833623	-1.1502770381641843	4.206526960068077
russian_d29_2	саня_3	8408.531872739211	1957.4272991982202	-0.5370274121351919	6.0930850129346865
russian_d29_2	саня_cf	6036.804614663899	3642.4344290560944	-0.8513394704169363	-0.7963127334606415
russian_d29_2	саша_1	8164.305833737372	1843.778431519209	-0.36057427796080205	6.250370383466329
russian_d29_2	саша_2	8893.76993034755	2219.3503761799407	-1.0874602628232144	4.524250476757775
russian_d29_2	саша_3	7888.828747364394	2689.310193883146	-1.1817346148174748	3.0577333143451746
russian_d29_2	саша_cf	7088.734001128897	3065.6778141344203	-1.2604005601861343	1.2982421882466824
russian_d29_2	сад_1	8413.060827418316	2062.051999151649	-0.19089025695562734	4.0703227015750905
russian_d29_2	сад_2	8089.757081712291	1608.7707506664472	-0.5942826812854127	8.698583543300325
russian_d29_2	сад_3	9126.552291989039	2191.230853686396	0.1515863717521606	1.5545071948276084
russian_d29_2	сад_cf	8141.646975020167	2597.4179627956064	-1.431237895732739	3.617975468383526
russian_d29_2	посад_1	6734.029064611707	3408.9195749152373	-0.6380501988848079	0.0917908091657762
russian_d29_2	посад_2	6557.101464767121	4137.594877794658	-0.4391966369076729	-0.9029571606250979
russian_d29_2	посад_3	6727.153178978459	3514.9549307721313	-0.675737966344565	-0.06703364016692426
russian_d29_2	посад_cf	6104.286851808559	3446.618395733685	-0.47943857942188217	-0.1860695205967704
russian_d29_2	посадки_1	7374.740025549813	3408.913393339582	-0.8550687491820241	0.42372282547310425
russian_d29_2	посадки_2	6433.456636879208	3665.0324762318255	-0.8026404666790903	-0.5415821390810467
russian_d29_2	посадки_3	5759.840308465782	3960.1931494313126	-0.3096070634368319	-1.0247194497933985
russian_d29_2	посадки_cf	6188.948511414175	4096.183530376239	-0.47186648998290687	-1.0854729007225064
russian_d29_2	колбаса_1	8416.473974276038	3331.933693140503	-1.351450287675829	1.4945469248857401
russian_d29_2	колбаса_2	8724.315695885109	3034.8177163074515	-1.1059986940691955	1.8610042720676372
russian_d29_2	колбаса_3	7687.2034714982	2896.6038195629503	-1.4320604267390913	2.164807885314172
russian_d29_2	колбаса_cf	6855.657631928564	3966.4629477642393	-0.7625943872080382	-0.6634884382194643
russian_d29_2	сэндвич_1	9177.036379679535	1974.1946779898935	-0.2992721715839278	3.1755504021630347
russian_d29_2	сэндвич_2	8920.6539030989	2363.5366352654078	-0.4256808054711145	2.665892287471568
russian_d29_2	сэндвич_3	9442.533884956474	2269.741689348985	-0.4043770630026898	1.8012936140447815
russian_d29_2	сэндвич_cf	6881.006933434181	3914.841580743525	-0.6650456375538696	-0.4518018886741668
russian_d29_2	сэконд-хэнд_1	8400.052400316474	2310.6811794915147	-0.38783888071715505	3.4630643151166414
russian_d29_2	сэконд-хэнд_2	7941.383091219069	1992.9998134775797	-0.3356060462337481	4.190488968430548
russian_d29_2	сэконд-хэнд_3	8261.004872349386	1945.1947142755546	-0.6364385857698598	6.14605970417222
russian_d29_2	сэконд-хэнд_cf	5850.03846442997	4247.1435926415925	-0.294774126916137	-1.2213583459029786
russian_d30	сахар_1	7274.930983438951	3907.1755456956644	-0.6787081925181605	-0.33193324780406286
russian_d30	сахар_2	6771.95016428047	3926.8773446880996	-0.34467413234039157	-0.4809019795652367
russian_d30	сахар_3	5732.333989382915	3223.853746716783	-0.3489532492386707	-0.21535260621618457
russian_d30	санки_1	8547.982352815598	1237.3663231514831	-3.494885478196824	25.433788274509258
russian_d30	санки_2	7232.345843164004	3338.9838748063517	-0.6973195712258043	0.6568806346097835
russian_d30	санки_3	7465.338682299098	2566.150927184065	-0.20472375094383008	2.956937398313281
russian_d30	санки_cf	5750.949914491939	3196.897862888875	-0.45937552010985044	-0.02461419709023005
russian_d30	саша_1	8107.925280750171	2033.0612404909243	-0.049903817033267704	6.783123018132171
russian_d30	саша_2	8076.406184271726	2807.1822494392113	-0.5847731223118134	1.8415030669195342
russian_d30	саша_3	7199.037675067232	2700.6412564662824	-0.27814837574678025	1.8074181032707468
russian_d30	саша_cf	6932.998984116011	2370.202204760205	-0.3107803419004965	3.284403788824984
russian_d30	савва_1	7351.359621616909	2885.603465500382	-1.0435217472344653	2.2168109356493684
russian_d30	савва_2	7976.9998397264235	3248.0214808057203	-0.8105153541289566	1.3501423903392942
russian_d30	савва_3	7570.86296296465	2625.1154578436353	-0.5149844082186587	2.884237207339753
russian_d30	савва_cf	6769.947334566337	2298.484844794358	-0.3318627787271011	3.565746404283181
russian_d30	осанка_1	7284.443690366298	3448.2045202754775	-0.7987592317581582	0.4059291818331747
russian_d30	осанка_2	6004.690646669484	3360.3689679159165	-0.43475201268074615	-0.11028583388049418
russian_d30	осанка_3	6908.051049738285	2983.0288966505523	-0.5074260387246106	1.3242538334244331
russian_d30	осанка_cf	5712.034380481051	3414.315106732272	-0.18802421582239223	-0.11534022728169324
russian_d30	колбаса_1	5214.404562506329	3660.4031195924044	-0.106537220830903	-0.7975407903745695
russian_d30	коса_1	9328.496086136352	2639.633683579237	-1.311144513879983	3.2093169124765417
russian_d30	коса_2	7295.809368018553	2237.5561214950258	-0.3914061503270697	3.0886525020736952
russian_d30	коса_3	7818.424714578981	3361.6321450156956	-0.9811195720155523	0.8799685428529824
russian_d30	посад_1	8215.046857498559	2680.7441323178978	-0.7289099851351069	2.4206541651990037
russian_d30	посад_2	7011.535292038623	2675.3116998674714	-0.8156675705005036	2.449387619565706
russian_d30	посад_3	7331.427011922467	1780.7008922156854	-0.29921951335493596	7.233225586696786
russian_d30	посад_cf	7867.624757872806	1933.9722969245108	-1.2511348786311234	6.5695249162472855
russian_d30	сэндвич_1	8370.763103388004	2405.243930943093	-0.9093642085445339	4.58716098899598
russian_d30	сэр_1	7123.2559734653705	2172.1589912457002	-0.262353986176549	4.7531560074421995
russian_d30	сэр_2	6894.173123592986	2759.781612954288	-0.41612663988273835	2.092862038855168
russian_d30	сэр_3	7496.482218778211	1745.7784376129944	-0.6085094037333442	7.811831253379006
russian_d30	сэр_cf	6507.459373768863	2493.9068416821297	-0.3981681993745285	2.4164809439675556
