soundname	value	cog	sd	skewness	kurtosis
chukchi_d20	nəsasaqen_3	8829.356064298961	1789.268038616124	-3.6504699801774483	15.062858127996044
chukchi_d20	nəsasaqen2_3	8438.12225193818	2265.8621644407663	-2.848097468893313	7.435615846477086
chukchi_d20	nəsasaqen_4	6056.190933668322	4327.05749677466	-0.4778388682280353	-1.5026621094127122
chukchi_d20	nəsasaqen2_4	7502.173543752602	2768.974474326734	-1.8285421002972575	2.25415229209099
chukchi_d20_saikok	sajkok_1	7876.313208096836	1935.1661891556023	-2.6530378202046623	8.307476443802454
chukchi_d20_saikok	sajkok_2	8666.504164120664	1463.1662074540852	-2.54579011671864	12.13678381114205
chukchi_d20_saikok	sajkok_3	7842.888851610557	1312.9025673734745	-2.1515938019860434	11.512868122950437
chukchi_d20_saikok	sajkok_4	8131.785003881064	1681.032318354806	-2.7074531812941074	10.211078726462615
chukchi_d21	nəsasaqen_1	8306.934407526274	1939.7935961297067	-1.915788174634486	6.5397422883838505
chukchi_d21	nəsasaqen2_1	5199.181218790958	4093.462130651577	-0.019032123281168285	-1.6280066620941736
chukchi_d21	nəsasaqen_2	8721.737027504594	1949.6151767026413	-2.8816928097284884	10.207235338405095
chukchi_d21	nəsasaqen2_2	8008.311755266205	2711.084883826913	-1.4549099815121147	2.1619328485326106
chukchi_d21	nəsasaqen_3	8354.51694083662	1446.0831694591575	-3.1609039287837892	15.32980243679799
chukchi_d21	nəsasaqen2_3	7195.275892013358	2877.235677971428	-1.4076967386170525	1.077423403268103
chukchi_d21_saikok	sajkok_1	5370.005077231827	3169.2386206504357	-0.462131926848003	-0.6943618573706387
chukchi_d21_saikok	sajkok_2	7392.089576411408	2750.6430147178157	-1.2552997086032198	1.5209523998645826
chukchi_d21_saikok	sajkok_3	6729.1953091596815	2170.1412780059045	-0.5045263474990302	3.496135172732381
chukchi_d21_saikok	sajkok_4	8714.50218581965	2711.8769419402684	-1.1313015109697824	1.029121069467128
chukchi_d22	nəsasaqen_1	7767.51672190979	4478.74219773722	-0.6320355741014081	-0.48787327719827234
chukchi_d22	nəsasaqen2_1	7634.837681880179	4739.844363713729	-0.3686678931311624	-0.8032722601004867
chukchi_d22	nəsasaqen_2	6297.955560134671	3949.680827229714	-0.6604375618426406	-0.8450048978488698
chukchi_d22	nəsasaqen2_2	10514.891832469466	3691.937215235037	-1.22085397942497	1.7482380021950776
chukchi_d22	nəsasaqen_3	10082.797704032408	4322.792946420433	-1.161833522977299	0.7794647238141681
chukchi_d22	nəsasaqen2_3	9138.148213007227	3624.9718925608086	-0.9727502598644966	0.7163481284976458
chukchi_d22	nəsasaqen_4	4879.433106380242	4980.418574968359	0.35832159026348936	-1.2390666218096777
chukchi_d22	nəsasaqen2_4	9197.091211527817	4095.140185019165	-0.9124739576949998	0.2905285573886398
kabardian_d1_сэ_я	sɐ_1	8578.583803773618	2938.530860196229	-0.8962971467331183	1.694426271981479
kabardian_d1_сэ_я	sɐ_2	7059.5838556841	3891.8432967144076	-0.7061623117592837	-0.3926813533042681
kabardian_d1_сэ_я	sɐ_3	8070.559616454867	2952.8490946416932	-0.8533842903364165	1.6356692645244886
kabardian_d1_сэ_я	sɐ_cf	7824.318011176329	3018.2809056600427	-0.8317337072331298	1.5080787972315415
kabardian_d2_сэ_я	sɐ_1	9634.52644454448	1789.5925251093033	-0.36796542588847025	0.7249679209691666
kabardian_d2_сэ_я	sɐ_2	9058.742339467115	1591.5709359799419	0.31745535181725004	3.916060369509596
kabardian_d2_сэ_я	sɐ_3	9828.90439996176	1989.9922161454738	-0.81751013546828	1.5016930893039255
kabardian_d2_сэ_я	sɐ_cf	10036.781018191889	1800.486237130883	-0.49115256750818664	3.1502185429200464
kabardian_d3_сэ_я	sɐ_1	8693.82483387941	1771.8988547739573	-0.09602440387918897	3.4076338026978314
kabardian_d3_сэ_я	sɐ_2	9027.111391689125	2022.1683820498204	-0.1313525703145132	2.778724671615647
kabardian_d3_сэ_я	sɐ_3	8575.092531255797	2292.9490825648295	-0.4905212135482686	3.3553381411744265
kabardian_d3_сэ_я	sɐ_cf	9003.288137989166	2401.7794451274963	-0.8474377017961051	2.872094252049041
kabardian_d4_сэ_я	sɐ_1	9212.769434127316	2179.0470699157468	-0.5288790466159285	0.9699499788341894
kabardian_d4_сэ_я	sɐ_2	9590.189518540306	2212.9446899084455	-1.1162726692239016	2.026145999958068
kabardian_d4_сэ_я	sɐ_3	9112.171311036303	2153.6745367019907	-0.5505302953546581	0.6154764204332221
kabardian_d4_сэ_я	sɐ_cf	9444.661045531091	2293.2395288888965	-0.5405762317037045	0.485695706595509
kabardian_d5_сэ_я	sɐ_1	7486.00875951743	2068.3416565894618	-0.1423260362797694	2.9539838898258113
kabardian_d5_сэ_я	sɐ_2	7118.019577034558	2316.3182225768096	-0.05646903149487609	1.768034972903191
kabardian_d5_сэ_я	sɐ_3	6786.482576362175	2449.7808026942744	-0.6036853520497172	1.8326503395053395
kabardian_d5_сэ_я	sɐ_cf	7225.243237607528	1972.3652062256049	-0.43320344881127376	3.6844162060965173
nanai_d10_giasa	giasa_1	5832.335058990143	2223.4703768258787	-0.7293106879930414	3.608851361361685
nanai_d10_giasa	giasa_2	6052.225172868709	1848.8406107641465	-0.44412049973816536	6.476415165621633
nanai_d10_giasa	giasa_3	6007.989651563377	2053.4865104106457	-1.1432471478284567	4.729222326422741
nanai_d10_sajna	sajna_1	6029.842583176827	2663.406672100735	-0.82939635665743	1.6596111818957135
nanai_d10_sajna	sajna_2	6062.715183518522	2242.3255799820504	-1.454100992908189	2.6943959613501045
nanai_d10_sajna	sajna_3	5398.828575880789	2559.171252600296	-0.9801674583146095	0.7705906708926484
nanai_d11_giasa	giasa_1	3106.7091301155338	3550.045704316281	0.6127977925430317	-1.2836306855831459
nanai_d11_giasa	giasa_2	1139.4962167480655	2324.235884284164	2.550460601386768	5.535614087429353
nanai_d11_giasa	giasa_3	1827.162020857818	3178.4579249810745	1.6441541017142571	1.353934570420555
nanai_d11_sajna	sajna_1	4398.554184780977	4124.443388452403	0.04909797189953114	-1.6240416334213916
nanai_d11_sajna	sajna_2	3861.0513194143164	4178.444730288864	0.36535872926309565	-1.4214539611176833
nanai_d11_sajna	sajna_3	2402.9054482228203	3863.1319287495653	1.3161643186047143	0.26253694414519435
nanai_d13_giasa	giasa_1	2808.7410760683783	2644.7561986421224	0.3230456616725971	-0.568731006265029
nanai_d13_giasa	giasa_2	2855.7779062949894	3060.3596118748987	0.7635746894430369	0.008203247315461404
nanai_d13_giasa	giasa_3	3574.2359664752644	2788.5354809535042	0.0908073413998314	-0.3652926809319461
nanai_d13_sajna	sajna_1	5241.695280165606	1678.338627696202	0.12531878456830553	7.040343764430634
nanai_d13_sajna	sajna_2	5162.391081423832	1807.3333079418878	-0.19104878369974315	5.930531075483794
nanai_d13_sajna	sajna_3	4840.641732779422	2103.3238728455954	-0.43518734215454025	3.1651476073585734
nanai_d14_giasa	giasa_1	6104.805359446375	2019.1864742892294	-0.20470098240571305	6.423244544145723
nanai_d14_giasa	giasa_2	6170.472685355856	2821.6230612837653	-0.1680383256217104	2.3582984753810914
nanai_d14_giasa	giasa_3	5742.955252527153	2016.231944732498	0.1776855123851436	6.146177603481771
nanai_d14_sain	sain_1	6503.991719303343	1835.727470219291	-0.09620103563141205	7.872777669040122
nanai_d14_sain	sain_2	6303.078660992549	2352.6274045285954	-0.6638399460671255	3.4945306119737642
nanai_d14_sain	sain_3	6289.55796754761	1677.2902934398148	-1.0137334006628604	8.085937868457535
nanai_d14_sajna	sajna_1	6567.8173883125155	2723.7349069876254	-0.20122115313715816	2.8909478582701498
nanai_d14_sajna	sajna_2	6342.12312942174	2385.918642935598	0.1491377486828275	4.823766870559141
nanai_d14_sajna	sajna_3	5710.334038004163	2591.0232424092424	-0.5670500546182388	2.0342624518521104
nanai_d15_giasa	giasa_1	6951.132962469391	4363.729989571522	-0.47678471597258104	-1.1627573496378114
nanai_d15_giasa	giasa_2	7364.9101019387845	4580.980981940352	-0.6262014200015316	-1.2254325451347967
nanai_d15_giasa	giasa_3	5327.287112888062	4779.802925883688	0.14298518916690364	-1.588604282261077
nanai_d15_sain	sain_1	7706.179681551802	2053.1780307695512	-0.9888390514832118	2.6478673936246055
