dictor	value	max_Bark	slope_Bark	max_Hertz	slope_Hertz	soundname	cog	sd	skewness	kurtosis	utterance	language	stimulus	cog_Bark	sd_bark	sd_distance
d28	коса_2	20.61149	3.714489	6998.291	0.004863438	russian_d28	7795.003577167423	1872.9830205161184	-0.39930812439685803	4.145535424681627	2	russian	коса	21.13024616772895	12.67703768306295	0.7935465864478237
d28	коса_3	20.65952	4.011253	6998.291	0.005447303	russian_d28	8208.207181671045	1328.952607086754	-0.3687227549869913	7.125623314695233	3	russian	коса	21.41701347938079	10.38473334153519	0.7935465864478237
d28	коса_cf	20.7562	3.468047	6998.291	0.004485268	russian_d28	7794.240447698217	1601.6672180433427	-0.4898668998037651	6.695055830449366	cf	russian	коса	21.129695618047798	11.639485765421426	0.7935465864478237
d28	осанка_1	20.96369	2.150479	6998.291	0.002615143	russian_d28	10130.454842679817	3009.7201100265493	-1.4809356049583993	3.039859250553528	1	russian	осанка	22.484182389604115	15.621345295477067	0.7935465864478237
d28	осанка_2	20.74343	3.288318	6998.291	0.004541581	russian_d28	8443.280542752938	3200.001768194299	-0.6461224075375177	0.8952560679105441	2	russian	осанка	21.570320265858044	15.97917143242661	0.7935465864478237
d28	осанка_3	20.99997	2.841437	6998.291	0.003367697	russian_d28	8642.094425618952	2310.8482212344547	-0.19619607608551679	2.5195732049260444	3	russian	осанка	21.694617256652535	14.022657077559522	0.7935465864478237
d28	осанка_cf	20.74343	3.953274	6201.562	0.006224521	russian_d28	7825.710295182849	1833.1096941779447	0.3916825785870577	2.81904018195081	cf	russian	осанка	21.1523341792267	12.535822423831545	0.7935465864478237
d28	сахар_1	20.86536	4.741815	6998.291	0.0059815	russian_d28	8549.858554140998	2075.0242978400715	-0.24841160306437945	0.9087748301604774	1	russian	сахар	21.637553246152113	13.341155570188226	0.7935465864478237
d28	сахар_2	20.41205	4.53895	6879.858	0.006181558	russian_d28	8697.994345997693	2497.983470719466	-0.332402502113775	0.4111554381597009	2	russian	сахар	21.72870111424802	14.504495478408357	0.7935465864478237
d28	сахар_3	19.88788	3.969113	6293.079	0.00591797	russian_d28	8753.98235597343	2480.2671062746954	0.14730645843766138	-0.017494949487883993	3	russian	сахар	21.76246436476961	14.460844210468986	0.7935465864478237
d28	сахар_cf	20.72635	4.279302	5227.185	0.00724639	russian_d28	9151.097201418219	2624.674031700583	-0.22241932122525718	-0.5129112466631129	cf	russian	сахар	21.991479674600104	14.80578008192686	0.7935465864478237
d30	коса_1	19.64575	7.858733	6040.063	0.008521411	russian_d30	9328.496086136352	2639.633683579237	-1.311144513879983	3.2093169124765417	1	russian	коса	22.08806613628617	14.840157072878318	0.7935465864478237
d30	коса_2	19.68767	9.963839	6083.13	0.010568866	russian_d30	7295.809368018553	2237.5561214950258	-0.3914061503270697	3.0886525020736952	2	russian	коса	20.753086402374727	13.820459008026054	0.7935465864478237
d30	коса_3	19.73966	7.544964	6136.963	0.008046567	russian_d30	7818.424714578981	3361.6321450156956	-0.9811195720155523	0.8799685428529824	3	russian	коса	21.147104960437733	16.26418662667666	0.7935465864478237
d30	осанка_1	19.71372	11.841527	6110.046	0.009520325	russian_d30	7284.443690366298	3448.2045202754775	-0.7987592317581582	0.4059291818331747	1	russian	осанка	20.744095816262355	16.410521386906805	0.7935465864478237
d30	осанка_2	19.15357	4.908399	5555.566	0.005621401	russian_d30	6004.690646669484	3360.3689679159165	-0.43475201268074615	-0.11028583388049418	2	russian	осанка	19.611106754340582	16.26202022412743	0.7935465864478237
d30	осанка_3	19.75	9.518102	6147.729	0.010338493	russian_d30	6908.051049738285	2983.0288966505523	-0.5074260387246106	1.3242538334244331	3	russian	осанка	20.43595417095586	15.569008254328455	0.7935465864478237
